51,70,86,98,109,121,133,149,172,2.1305e-05,4.1141e-05,6.4866e-05,9.5561e-05,0.00014354,0.00019648,0.00028434,0.00035916,0.00049888,4.1994,25.45,37.034,39.115,41.139,44.841,54.59,58.749,64.532,0
20,38,59,80.7,102,123,141,166,207,2.2583e-05,5.6742e-05,8.5025e-05,0.00010237,0.0001405,0.00018043,0.00023256,0.00030357,0.00043843,5.8288,9.3806,17.191,23.396,29.248,31.253,35.237,41.114,46.79,0
56,77,92,105,116,127,140,155,175,2.2299e-05,4.8441e-05,8.0295e-05,0.00011292,0.00014603,0.00020009,0.00025547,0.00034239,0.00056346,2.7412,33.854,37.053,38.722,39.111,41.051,45.152,50.781,56.588,0
13,26,35,46,60,79,104,136,187,3.7044e-05,7.434e-05,9.2916e-05,0.00012713,0.00017573,0.0002359,0.00031521,0.00042336,0.0006263,6.6614,35.156,37.153,42.617,46.786,49.479,53.031,58.607,68.517,0
48,68,84,97,110,123,139,156,182,2.5133e-05,5.0235e-05,7.1188e-05,0.00011039,0.00013622,0.00018868,0.00026806,0.00035782,0.00045788,2.7344,15.281,28.911,32.841,34.81,36.957,42.797,50.781,58.538,0
10,23,34,47,57,73,94,124,176,3.1348e-05,6.7309e-05,0.00010681,0.00014586,0.000198,0.00024935,0.00034489,0.00045947,0.00069117,4.2003,33.184,35.2,37.101,39.134,44.011,68.925,106.02,138.53,0
45,67,83,95,109,123,137,153,177,2.5478e-05,4.8991e-05,7.734e-05,0.00010543,0.00014606,0.00017392,0.00022154,0.00031379,0.00048609,2.7412,25.447,35.044,36.992,38.953,41.066,50.912,60.953,76.389,0
12,25,37,50,63,81,100,125,163,5.034e-05,9.2328e-05,0.00012646,0.00016642,0.00020519,0.00028518,0.00037713,0.00048287,0.00072679,2.7739,29.314,36.92,39.811,42.851,49.789,52.8,58.877,70.17,0
48,70,85,98,113,126,139,157,181,1.6027e-05,3.325e-05,6.5941e-05,0.00011319,0.00014986,0.00018991,0.00025467,0.00033221,0.00045803,2.899,25.425,33.237,37.112,40,41.916,44.382,46.767,52.688,0
10,22,33,42,55,73,94,122,166,2.5603e-05,4.773e-05,7.5761e-05,0.00011281,0.00016787,0.00022657,0.00028996,0.0003654,0.00045365,9.7752,25.393,33.205,36.738,38.935,42.277,44.966,49.112,56.674,0
60,81,96,110,123,135,148,163,188,3.3466e-05,7.9787e-05,0.00011713,0.00014146,0.00017694,0.0002358,0.00030448,0.00046329,0.00065356,4.2025,33.078,36.999,38.951,40.894,41.407,45.269,52.734,56.692,0
4,19,34,47,62,82,104,129,164,3.5197e-05,6.6323e-05,9.6217e-05,0.00013278,0.00018717,0.00024554,0.00036507,0.00048111,0.0007183,2.899,36.491,42.601,44.562,46.565,48.767,50.91,53.378,60.571,0
74,95,108,120,130,142,152,165,186,3.2092e-05,7.6143e-05,0.00010589,0.00013853,0.00017087,0.00020558,0.0002519,0.00038251,0.00081511,7.8126,31.351,36.758,37.134,39.063,40.65,42.794,44.883,48.857,0
23,42,68,91,108,122,137,154,177,3.5719e-05,6.5706e-05,8.8826e-05,0.00013287,0.0001734,0.00022072,0.000298,0.0003722,0.0006179,6.0254,33.914,36.918,40.626,42.614,46.484,48.439,50.7,54.492,0
46,68,86,98,113,127,142,159,184,4.27e-05,8.2568e-05,0.00011795,0.00016705,0.00021263,0.00025385,0.00033221,0.00044881,0.00064692,2.7344,30.83,68.201,72.102,74.83,76.478,79.661,91.892,107.57,0
4,16,26,34,42,52,68,94,137,4.4886e-05,8.1956e-05,0.0001048,0.00014361,0.00018944,0.00023698,0.00028216,0.00035035,0.00052207,2.7347,25.369,46.543,49.482,50.872,54.494,56.756,62.436,66.418,0
32,52,68,81,95.5,110,128,148,176,2.3831e-05,4.8797e-05,8.0615e-05,0.00011858,0.00014395,0.00016615,0.00022193,0.00029837,0.00043955,2.7347,21.158,36.737,38.679,39.173,42.606,50.809,56.74,72.258,0
7,20,30,39,52,69,93,125,170,2.2323e-05,4.3797e-05,7.3888e-05,0.00011017,0.00016009,0.0002214,0.0002916,0.00038684,0.00050855,4.2018,23.312,37.983,42.922,45.26,48.478,50.734,54.616,64.526,0
71,91,106,119,131,143,158,173,195,1.7252e-05,4.3172e-05,7.1972e-05,9.8847e-05,0.00011818,0.00015702,0.0002183,0.00030825,0.00043593,5.8611,17.554,27.616,30.865,32.817,34.77,36.732,39.073,43.914,0
18,35,53,73,89,105,121,140,163,3.0869e-05,6.2894e-05,8.6812e-05,0.00012351,0.00016242,0.00019919,0.00023194,0.00029363,0.00041977,4.2023,17.745,32.828,35.019,38.696,40.822,42.719,44.883,48.712,0
65,84,99,110,121,132,143,158,177,2.2485e-05,5.3042e-05,0.00010161,0.00014789,0.00017562,0.00021893,0.00028179,0.00038358,0.00049975,9.7947,22.689,29.459,38.802,42.905,46.825,52.783,56.782,64.721,0
12,25,35,45,57,70,88,112,152,2.9529e-05,5.7845e-05,9.3004e-05,0.00011391,0.0001436,0.00018353,0.00025337,0.00031693,0.00045561,4.008,21.433,37.002,40.63,43.107,53.917,60.554,62.741,72.349,0
58,79,94,107,120,133,148,163,186,1.4936e-05,3.9516e-05,6.756e-05,0.00011139,0.00014226,0.00019095,0.00025727,0.00033569,0.00048603,4.1068,26.958,33.022,36.719,38.703,40.822,42.795,46.525,50.409,0
6,22,34,43,55,66,80,101,129,2.4343e-05,4.1165e-05,7.29e-05,0.00010507,0.00014294,0.00020246,0.00027828,0.00039056,0.00049661,2.7347,30.932,44.531,44.767,46.686,48.445,52.356,56.312,58.563,0
69,85,100,112,124,135,146,161,180,3.2611e-05,6.1613e-05,9.1414e-05,0.00012765,0.00017479,0.00023231,0.00027424,0.00033651,0.00048788,5.8654,21.267,33.01,35.787,38.48,40.654,42.975,45.125,52.791,0
15,27,39,56,79,105,126,145,165,2.1018e-05,5.0647e-05,7.6382e-05,0.00011094,0.0001599,0.00020897,0.00027202,0.00034584,0.00046467,4.1995,19.86,33.278,36.914,39.121,42.584,44.534,46.757,52.868,0
48,68,84,99,111,124,139,155,177,2.8117e-05,7.5659e-05,0.00010999,0.00015102,0.00020223,0.0002978,0.00046241,0.0006703,0.00090396,2.7382,37.417,64.12,68.361,76.173,80.198,85.547,89.976,95.711,0
0,10,18,24,33,39,48,56,73,3.8889e-05,8.1275e-05,0.00013982,0.00019682,0.00025104,0.00032346,0.0004386,0.00063563,0.0011443,2.7344,5.8598,23.426,53.09,62.389,66.839,85.7,111.17,117.24,0
94,102,111,117,124,128,134,141,151,2.5147e-05,4.734e-05,6.6993e-05,9.3939e-05,0.0001279,0.00016974,0.0002205,0.00028969,0.00038575,2.7344,21.365,31.125,36.747,39.063,41.019,43.125,46.881,52.749,0
11,17,21,27,37,55,72,92,122,1.986e-05,3.7373e-05,6.1173e-05,8.7003e-05,0.00011711,0.0001535,0.00020882,0.00029939,0.00047156,5.5143,32.626,36.988,40.697,42.969,44.924,46.878,50.619,58.275,0
78,98,115.1,129,142,155,172,194,231,2.4932e-05,5.1151e-05,6.8928e-05,9.3231e-05,0.00011278,0.00013074,0.00016021,0.00022455,0.0004023,5.861,15.625,21.361,25.399,27.493,31.145,32.969,35.157,41.026,0
13,26,35,48,63,80,101,123,147,2.3856e-05,5.9793e-05,9.4169e-05,0.00012928,0.00016971,0.00023974,0.00031444,0.00046742,0.000757,6.5975,27.33,31.084,35.191,38.981,42.773,46.681,52.36,58.213,0
58,78,96,108,122,134,148,165,191,3.0471e-05,4.8172e-05,8.1737e-05,0.00012118,0.00015404,0.00018254,0.00024606,0.00031779,0.00042057,2.7347,23.549,36.914,39.046,42.603,44.536,48.68,52.674,60.381,0
21,36,59,84,105,122,139,160,184,2.05e-05,4.3821e-05,8.1778e-05,0.00012047,0.00014875,0.00019528,0.00025352,0.00034823,0.00054167,9.5815,23.621,35.163,38.874,41.018,43.129,46.485,48.636,50.617,0
60,85,103,118,132,147,163,178,203,4.0141e-05,7.8598e-05,9.6379e-05,0.00011871,0.00014461,0.0001784,0.00021721,0.00028315,0.00042922,5.8603,19.543,31.362,37.233,42.981,44.931,46.876,50.783,58.451,0
11,24,34,43,53,66,85,112,156,3.3309e-05,6.3139e-05,0.00010109,0.00012934,0.00015555,0.00019804,0.00026828,0.00038856,0.00049637,11.734,25.41,43.208,52.646,58.54,60.695,62.732,64.901,76.249,0
63,80,96,107,117,128,140,154,174,2.7104e-05,5.5225e-05,7.026e-05,8.6059e-05,0.00012245,0.00017593,0.00025975,0.00048242,0.00084646,7.8258,28.911,32.813,34.766,36.738,38.701,41.019,46.499,54.299,0
29,53,74,91,107,124,141,162,190,2.774e-05,6.0743e-05,9.5026e-05,0.0001312,0.00016948,0.0002197,0.0002769,0.00039516,0.00055693,5.5734,35.01,40.025,42.594,46.487,50.391,52.387,56.493,66.382,0
36,55,68,81,94,109,122,140,164,2.7562e-05,4.3128e-05,6.4018e-05,8.2043e-05,0.00010007,0.00013648,0.00019034,0.00030224,0.00044027,3.519,17.407,31.257,33.203,35.176,39.063,42.611,44.601,45.21,0
2,14,22,30,40,50,64,84,112,2.9696e-05,5.5763e-05,7.372e-05,9.9234e-05,0.00013946,0.00018133,0.00024469,0.00034609,0.00044319,2.899,21.554,31.266,35.157,37.111,39.029,41.016,42.97,46.738,0
86,105,119,133,143,155,167,183,203,3.5058e-05,6.7571e-05,8.7634e-05,0.00012411,0.00016415,0.00021428,0.0002651,0.0003591,0.00060346,14.965,28.089,33.011,34.774,36.786,38.922,40.879,45.067,50.622,0
16,32,47,67,86,104,123,145,174,2.427e-05,6.1738e-05,9.9872e-05,0.0001377,0.00019253,0.00025563,0.00033892,0.00045198,0.00059824,2.7412,29.437,40.627,41.868,42.971,44.751,46.808,49.653,62.346,0
71,93,108,122,136,148,161,177,199,2.5465e-05,5.3944e-05,8.2239e-05,0.0001086,0.00014104,0.00017732,0.0002415,0.000336,0.00049737,7.8141,15.883,27.875,31.278,33.27,35.29,44.772,52.884,60.634,0
1,17,28,41,51,64,83,111,164,2.9234e-05,6.4972e-05,9.0348e-05,0.00012665,0.00015846,0.00019606,0.0002462,0.00032482,0.0004358,2.848,34.229,41.46,44.934,48.459,53.159,68.249,86.399,106.27,0
57,76,93,106,119,134,146,163,186,2.9885e-05,5.2597e-05,8.4575e-05,0.00011832,0.00015405,0.00020688,0.0002576,0.00037939,0.0005396,5.8609,22.981,35.169,37.164,45.017,48.829,50.977,54.755,68.41,0
1,24,44,69,92,113,131,154,184,2.8276e-05,5.68e-05,9.4302e-05,0.00014139,0.00018099,0.00025357,0.00034087,0.00043258,0.00060195,7.8151,13.723,38.22,50.405,54.521,58.633,64.064,68.167,74.03,0
34,55,70,84,98,112,127,146,172,1.7284e-05,4.987e-05,8.6246e-05,0.00010579,0.00013662,0.00018023,0.00025388,0.00038594,0.00057129,2.9669,33.271,46.484,48.438,50.408,52.582,62.44,70.265,76.216,0
3,15,25,35,46,62,88,123,176,6.508e-05,0.00011527,0.00016497,0.00020948,0.00025036,0.00030664,0.00038429,0.00052873,0.0013831,5.8594,19.566,39.272,48.66,55.231,66.368,72.303,79.978,91.661,0
61,82,98,111,125,138,153,174,199,6.3957e-05,0.00010989,0.00015811,0.00021297,0.00028599,0.0003693,0.00048046,0.0006088,0.00083554,4.2013,37.059,42.587,44.54,47.106,52.54,56.254,58.429,63.313,0
11,22,32,43,54,70,92,120,153,2.7542e-05,6.0722e-05,0.00010217,0.00013396,0.00017666,0.00022865,0.00032931,0.00049459,0.0007291,9.8048,31.662,41.002,46.96,54.654,58.51,60.741,64.639,70.462,0
64,83,96,110,121,133,146,160,181,2.5636e-05,5.0211e-05,6.7524e-05,9.8512e-05,0.00011889,0.00015113,0.00019571,0.000248,0.00039546,4.1994,17.578,34.968,38.706,40.917,42.877,44.87,51.172,60.635,0
2,15,24,35,44,57,75,96,129,3.0442e-05,5.9188e-05,7.7794e-05,0.00011244,0.00015166,0.00017989,0.00022799,0.00029871,0.00043908,4.1992,19.157,27.355,42.744,52.744,57.01,60.379,66.018,78.127,0
46,66,84,98,111,125,140,161,185,2.5623e-05,6.841e-05,9.2199e-05,0.00013729,0.00019801,0.00025189,0.00032367,0.00040508,0.00050035,2.7382,32.151,39.096,41.005,42.987,47.196,56.895,60.792,70.386,0
2,17,26,36,45,55,68,87,134,3.5281e-05,7.953e-05,0.00012257,0.00018325,0.00024831,0.00029976,0.00038271,0.00059316,0.00092675,2.6887,39.167,49.069,58.514,64.367,74.457,82.251,111.83,134.7,0
