44,69,91,107,123,142,163,191,242.1,1.8676e-05,4.2575e-05,6.6176e-05,0.00010084,0.00014246,0.00021936,0.00030452,0.00036761,0.00047432,0,17.617,25.426,27.397,29.325,31.252,35.459,42.978,53.14,0
17,33,47,64,86,104.1,125,147,182,4.3197e-05,8.4451e-05,0.00011707,0.00015762,0.00018719,0.00023018,0.00032889,0.00048637,0.000666,7.6606,25.409,29.339,33.01,35.022,37.048,37.426,41.021,45.623,0
87,108,123,135,147,159,171,186,212,4.172e-05,6.9442e-05,8.9182e-05,0.00012631,0.00016329,0.00020857,0.0002778,0.00033829,0.00049176,11.771,23.748,27.16,30.865,31.269,33.203,35.156,37.109,39.073,0
62,85,104,119,133,148,163,184,218,2.3845e-05,4.4017e-05,7.437e-05,0.00010786,0.00013447,0.0001816,0.00023214,0.00031519,0.00043492,11.802,21.914,31.055,32.844,34.783,36.722,38.68,40.625,42.578,0
60,80,95,109,122,136,149,167,194,3.0485e-05,6.5746e-05,9.7196e-05,0.00014685,0.00020074,0.00025389,0.00036853,0.00044569,0.00064606,2.899,27.347,31.129,32.958,35.033,37.293,41.04,50.918,64.571,0
8,22,37,49,63,77,97,121,162,2.5613e-05,5.8982e-05,0.00010321,0.00014425,0.00018392,0.00022295,0.00028639,0.00035838,0.0006417,4.6304,31.888,35.222,37.094,37.786,43.836,50.872,60.724,74.416,0
126,139,147,154,162,169,177,186,201,3.8034e-05,8.1525e-05,0.00011399,0.00014807,0.00019402,0.00025319,0.00031514,0.00043233,0.00062633,4.2195,42.949,52.761,60.236,66.415,72.205,77.835,98.09,107.2,0
16,37,98,125,146,163,183,207,251,0.00010529,0.00016758,0.00029125,0.00038412,0.00050378,0.00066874,0.00094504,0.0017344,0.0042823,2.9569,52.748,74.254,92.798,107.55,116.05,128.8,152.86,177.86,0
92,113,127,139,151,161,174,187,207,3.7584e-05,6.5154e-05,9.0192e-05,0.00012087,0.00015141,0.00018327,0.00026959,0.00043449,0.00062728,16.072,28.26,30.865,32.816,33.288,35.159,39.091,41.058,45.089,0
48,90,112,126,138,152,166,180,206,2.02e-05,4.1615e-05,7.5877e-05,0.00011888,0.00017053,0.00022474,0.00027037,0.00033941,0.00051943,13.505,25.397,30.863,33.009,34.964,36.917,38.916,42.592,44.547,0
73,95,109,123,137,147,161,177,199,1.5638e-05,3.4153e-05,4.9814e-05,7.2709e-05,0.00010815,0.0001435,0.00019905,0.00036461,0.00052767,12.161,26.979,29.268,31.199,33.276,35.985,39.004,42.974,48.844,0
3,18,28,40,55,79,111,162,235,2.2649e-05,4.5923e-05,8.1052e-05,0.00012123,0.00016274,0.00019847,0.00022603,0.00031271,0.00039932,5.8767,24.843,32.864,36.784,39.085,42.804,44.892,47.186,58.774,0
98,110,120,128,135,142,150,162,179,3.8608e-05,8.6024e-05,0.00012816,0.00015596,0.00019369,0.00023015,0.00029929,0.00039507,0.00067666,2.7357,36.885,42.85,50.457,58.414,62.126,64.356,66.352,70.152,0
2,12,19,26,37,47,65,100,177,3.512e-05,7.0851e-05,9.9824e-05,0.00013873,0.00018584,0.00024487,0.00031084,0.00049119,0.00077972,0,11.725,17.578,23.438,25.555,29.319,46.277,52.651,55.17,0
82,100,115,127,137,148,159,173,191,1.352e-05,3.1459e-05,5.5735e-05,9.8027e-05,0.00014041,0.00019484,0.00028626,0.0004539,0.00076962,21.489,31.261,34.767,36.757,38.873,40.637,42.973,48.842,54.709,0
5,20,30,43,54,69,90,112,142,3.0344e-05,6.4515e-05,8.6401e-05,0.0001164,0.0001505,0.00021946,0.00030873,0.0003922,0.00056799,2.7344,38.672,42.775,44.744,50.628,56.47,60.157,64.063,67.276,0
72,91,106,118,130,140,154,167,189,3.1963e-05,7.9519e-05,0.00010751,0.00014263,0.00019437,0.00025,0.00032642,0.00061757,0.0015912,9.7836,31.002,36.738,38.715,40.641,40.925,43.174,52.4,64.063,0
14,28,40,57,75,94,113,136,167,3.762e-05,7.5674e-05,9.8244e-05,0.00012888,0.00017301,0.00022016,0.00031028,0.00042133,0.00060064,7.4219,15.235,29.466,40.821,44.924,48.848,52.773,58.671,99.512,0
69.6,89,106,119,130,143,156,173,201,3.8448e-05,5.9985e-05,8.8874e-05,0.00012398,0.00015483,0.00022083,0.00030144,0.00038607,0.00053792,5.8692,25.684,36.942,40.625,41.063,44.809,46.885,50.794,53.878,0
6,17,26,34,45,61,80,106,149.2,2.2559e-05,5.4067e-05,8.4241e-05,0.00012109,0.00016538,0.00021346,0.00031324,0.00047722,0.00072805,5.4688,11.874,29.302,41.974,46.955,54.704,60.631,66.649,85.898,0
63,83,96,109,122,133,145,158,176,3.0612e-05,6.3413e-05,8.9568e-05,0.0001167,0.00014115,0.00018606,0.00025327,0.00035423,0.00060727,4.1993,21.687,34.768,36.72,38.672,42.584,52.415,58.221,79.706,0
18,36,53,70,85,100,115,132,156,2.8445e-05,5.1007e-05,9.1674e-05,0.00012762,0.00017481,0.000226,0.00028408,0.00038317,0.00056681,2.7382,23.734,34.818,39.065,42.582,48.732,56.34,60.795,75.977,0
33,53,69,83,96,108,123,142,164,1.922e-05,4.0626e-05,6.5958e-05,9.3427e-05,0.00013137,0.00018844,0.00029557,0.00044496,0.00088459,2.7382,47.187,52.913,60.682,68.398,70.978,74.112,76.588,82.592,0
0,9,23,31,42,52,66,85,120,3.9478e-05,8.0793e-05,0.00011209,0.00015781,0.00020475,0.00025318,0.00032171,0.00046462,0.0010337,2.5391,37.526,47.919,60.412,69.99,75.715,84.737,107.46,154.53,0
120,129,137,144,150,156,162,169,181,2.7932e-05,5.9335e-05,9.1684e-05,0.00010963,0.00014263,0.00017504,0.00021589,0.00029597,0.00044217,7.7977,31.098,35.178,40.846,45.022,48.471,52.357,56.478,66.392,0
64,112,128,139,147,156,163,174,194,4.3282e-05,7.6802e-05,0.00011839,0.00015632,0.00018181,0.00021446,0.00026709,0.00037036,0.00049737,13.281,19.729,31.094,37.349,41.216,46.702,50.427,52.566,56.628,0
68,89,103,117,129,143,155,170,194,3.0593e-05,5.081e-05,8.0179e-05,0.00010334,0.00012822,0.00017334,0.00022866,0.00032635,0.00044396,5.9042,21.62,33.211,39.182,42.88,44.986,48.785,49.342,50.855,0
5,21,32,46,59,73,92,113,142,2.8169e-05,4.9618e-05,8.1667e-05,0.00011713,0.00016452,0.00020391,0.0002453,0.00035178,0.0010016,3.3209,25.25,27.432,31.091,33.945,44.78,52.761,58.594,64.703,0
52,75,94,111,125,141,158,179,207,3.526e-05,6.2703e-05,9.0398e-05,0.00012062,0.00018398,0.00023907,0.00031415,0.00038544,0.00045423,0,19.57,36.929,39.16,42.79,44.73,46.68,49.346,62.504,0
0,13,23,34,44,57,70,90,129,2.1658e-05,3.538e-05,5.7403e-05,9.2591e-05,0.0001367,0.00017276,0.0002321,0.00032871,0.00046907,2.7344,21.566,42.983,44.891,47.323,50.798,54.501,56.676,60.589,0
72,93,107,119,131,142,154,170,194,2.948e-05,5.013e-05,8.7015e-05,0.0001242,0.00018255,0.00024075,0.00032263,0.0004955,0.00088336,17.726,31.561,36.724,42.974,47.204,50.593,54.304,60.186,66.019,0
0,8,25,39,57,74,102,140,200,3.0779e-05,5.5586e-05,8.915e-05,0.00012069,0.00015617,0.00021742,0.0003008,0.00054147,0.00084784,4.1992,46.489,48.554,50.413,52.346,54.344,76.453,96.12,117.4,0
34,58,76,92,107,123,139,160,193,3.2677e-05,6.4693e-05,0.00010059,0.00014101,0.00017771,0.00022861,0.00033987,0.00061929,0.00087585,2.7347,42.882,44.931,50.833,60.48,66.034,70.12,73.832,76.311,0
0,9.8,26,41,59,78,96,119,152,2.8494e-05,5.8904e-05,8.4627e-05,0.00012268,0.0001793,0.00023072,0.00032952,0.00047018,0.00080497,0.88276,41.284,48.906,52.659,54.788,60.167,64.346,68.126,72.293,0
62,83,99,112,122,134,147,163,184,3.4408e-05,6.1194e-05,9.3357e-05,0.00011425,0.00014522,0.00018668,0.00023985,0.00032097,0.00044195,2.7382,19.381,31.192,34.767,35.126,37.156,41.044,46.897,50.91,0
9,23,31,43,56,70,88,114,159,3.1214e-05,5.2641e-05,8.5203e-05,0.000118,0.00015725,0.00021101,0.00028817,0.00040194,0.00057868,8.5247,27.542,35.247,37.236,39.105,41.06,48.937,56.747,60.77,0
73,93,110,123,134,145,157,172,190,2.3079e-05,6.3708e-05,0.00010375,0.00013384,0.00017564,0.00023477,0.0003435,0.00052399,0.00080676,13.737,33.22,39.394,46.684,52.808,56.792,60.778,64.463,68.394,0
10,20,25,31,39,48,65,90,132,5.0221e-05,0.0001086,0.00015631,0.00020205,0.00024775,0.00030086,0.00037159,0.00047187,0.00059133,7.679,31.251,44.534,48.481,54.523,56.648,61.898,66.577,70.276,0
50,75,92,109,122,139,157,177,206,2.0339e-05,3.7586e-05,5.7958e-05,8.9621e-05,0.00012761,0.00016275,0.00020211,0.00024366,0.00034109,2.7344,19.539,35.292,37.121,38.709,39.272,54.302,56.489,58.71,0
19,38,57,74,90,106,125,149,184,3.3557e-05,5.6589e-05,7.1766e-05,9.6985e-05,0.00012164,0.00014404,0.00017631,0.00027947,0.0004655,2.7346,23.164,36.72,38.676,38.933,40.634,42.585,46.512,48.699,0
61,81,96,110,122,135,147,161,182,2.191e-05,4.092e-05,6.2407e-05,8.6878e-05,0.00011939,0.00014962,0.00019979,0.00026779,0.00036968,2.7344,17.718,34.801,37.004,39.045,41.159,48.86,56.663,60.577,0
5,19,27,35,45,55,69,93,131,2.689e-05,5.6987e-05,8.9569e-05,0.00012179,0.00016176,0.00022023,0.00029959,0.00045384,0.00071635,4.1853,37.478,44.941,49.281,54.688,56.679,58.594,60.482,62.726,0
78,98,113,127,138,149,162,176,198,2.4397e-05,5.1941e-05,8.1371e-05,0.00012119,0.00016224,0.00019923,0.00025337,0.00034514,0.00085003,19.457,25.819,32.84,34.78,35.435,37.025,38.679,40.639,42.832,0
11,29,47,64,79,100,123,148,183,1.6459e-05,3.7468e-05,7.8943e-05,0.00012665,0.00015909,0.00021404,0.0002756,0.00042949,0.00067387,4.4605,27.851,38.936,42.656,42.988,44.945,50.715,52.736,55.635,0
78,100,115,126,137,150,161,176,196,2.8659e-05,5.2259e-05,8.5144e-05,0.00012487,0.00017144,0.00023905,0.0003324,0.00046703,0.00078143,23.846,35.046,37.146,41.019,42.617,44.549,46.486,48.846,52.823,0
13,26,37,52,70,90,111,131,158,3.8059e-05,7.3872e-05,0.00010422,0.00013669,0.00017549,0.00023699,0.00031918,0.00048676,0.00079473,15.243,39.065,41.508,44.597,46.525,48.451,50.398,52.577,60.585,0
74,92,106,118,128,141,153,166,185,3.585e-05,6.6099e-05,0.00010946,0.00016247,0.00021744,0.00027498,0.0003491,0.00047521,0.00069589,15.966,33.531,37.11,39.079,41.018,43.031,46.96,54.719,64.455,0
11,22,30,39,51,64,83,106,141,3.1333e-05,6.4163e-05,8.7445e-05,0.0001116,0.00014278,0.00020413,0.00026931,0.00044229,0.00096059,2.7413,41.911,45.058,46.94,48.918,52.817,54.787,58.576,70.152,0
56,81,98,116,130,145,163,183,207,3.744e-05,6.0968e-05,8.7234e-05,0.00011632,0.00014707,0.0001816,0.0002293,0.00028658,0.00047594,3.086,21.912,34.855,37.204,39.125,41.043,42.638,45.991,56.893,0
12,34,50,66,80,96,113,134,172,2.9495e-05,4.3722e-05,6.6656e-05,9.4714e-05,0.00012422,0.00016291,0.00023299,0.0003336,0.0004969,0,29.421,38.717,40.649,40.894,42.871,48.498,50.653,54.671,0
75,96,109,123,134,145,158,172,190,3.6395e-05,7.5669e-05,0.00010851,0.0001568,0.00020771,0.00025893,0.00032824,0.00039977,0.00057561,7.8169,19.575,29.865,36.016,37.124,39.088,41.029,43.403,52.172,0
16,29,39,53,72,93,112,131,154,3.2486e-05,6.1076e-05,8.3071e-05,0.00010339,0.00013366,0.00016277,0.00018515,0.00024882,0.00046023,7.4234,17.284,26.001,32.816,34.778,38.877,42.773,44.732,56.258,0
65,84,101,115,129,143,159,178,209,2.0279e-05,3.6547e-05,5.8068e-05,9.6496e-05,0.00014357,0.00020701,0.00028376,0.00037932,0.00052966,11.739,17.231,19.804,21.496,25.195,27.233,33.008,36.914,38.869,0
11.2,23,33,42,57,76,98,123,166,2.0994e-05,3.927e-05,6.4128e-05,8.6396e-05,0.00010435,0.00015587,0.00019741,0.00025779,0.00035514,4.1998,18.494,31.273,40.846,44.577,46.661,50.797,56.764,62.572,0
53,71,85,96,109,120,132,145,165,2.9211e-05,6.7333e-05,0.00011021,0.00014793,0.00018174,0.00024212,0.00031419,0.00040664,0.00059966,4.0956,32.816,38.676,41.517,46.519,50.396,53.71,58.644,67.974,0
24,41,64,84,101,116,131,148,170,3.0847e-05,6.7563e-05,9.0433e-05,0.00012942,0.00018144,0.00024344,0.00032186,0.00044014,0.00061324,11.719,33.008,36.933,39.186,44.926,50.6,54.512,58.436,66.054,0
76,98,114,127,140,151,163,178,200,3.598e-05,6.0046e-05,9.7289e-05,0.00013231,0.00016266,0.00020944,0.00028035,0.00046796,0.00076766,10.241,26.181,33.014,35.029,37.092,38.933,40.892,44.727,50.866,0
23,40,65,90,112,129,147,165,190,2.5152e-05,5.5019e-05,8.4475e-05,0.00010951,0.00013668,0.00018062,0.00028166,0.00043533,0.00066577,7.6527,27.441,32.862,36.985,39.063,41.126,46.691,50.823,54.76,0
58,78,93,107.4,120,133,147,162,183,3.7405e-05,6.9571e-05,0.00010287,0.00014635,0.00018942,0.00024123,0.00030942,0.00046121,0.00059481,5.5136,29.534,38.872,42.795,46.686,50.421,52.559,54.588,56.641,0
7,20,33,44,57,72,92,123,162,2.7583e-05,4.6574e-05,8.2594e-05,0.00012274,0.00016194,0.00020183,0.00025195,0.00032096,0.00043137,2.7347,27.87,44.899,52.617,56.969,60.572,66.516,70.032,74.468,0
115,122,130,135,141,145,150,158,171,2.5267e-05,5.0353e-05,7.1345e-05,0.00010558,0.00013288,0.00017265,0.00021311,0.00027383,0.00034929,2.9338,31.181,36.931,40.644,42.597,44.729,46.543,50.682,62.523,0
17,23,31,47,85,101,115,131,153,2.2299e-05,5.3889e-05,8.2505e-05,0.00010508,0.00012946,0.00016554,0.00022182,0.00028563,0.00038811,2.7344,29.636,38.875,42.784,44.95,48.444,50.595,52.653,60.496,0
56,76,90,102,114,127,139,155,175,1.9813e-05,3.5298e-05,7.2709e-05,0.00010522,0.00014578,0.00018841,0.00023708,0.0002922,0.00041232,2.5394,13.692,26.962,32.824,40.632,44.765,72.348,86.252,105.65,0
9,22,34,45,58,72,91,114,162,2.588e-05,4.1958e-05,6.3454e-05,8.6754e-05,0.00011647,0.00015228,0.00020932,0.00033066,0.00073149,19.531,29.151,39.795,47.292,56.418,60.593,72.447,74.524,84.031,0
7,31,52,69,90,111,132,160,199,2.2775e-05,4.5298e-05,6.562e-05,9.8996e-05,0.00016558,0.00022805,0.00027166,0.00034821,0.00057913,2.7344,7.8146,25.395,34.636,39.018,46.576,52.714,60.682,69.21,0
13,25,34,45,64,87,108.2,136,177,3.3825e-05,5.2538e-05,7.7328e-05,0.00012088,0.00017124,0.00021746,0.00027743,0.00036259,0.00047464,7.8125,17.8,27.406,33.203,35.131,37.409,46.944,52.587,54.654,0
